0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.1585865,2.011767,0.46614462,0.6009466,0.6468594,-1.9390774,0.76293135,1.2550993,-1.044745,-0.14777505,0.5230764,-0.87353563,1.2520368,0.30162194,-0.2541211,-1.2603365
-0.5849538,-0.06575302,-2.5810175,1.4583554,-0.23089938,1.6022941,0.5871027,-2.1538486,1.0857844,-2.1595926,0.8599186,-0.7194426,-1.0875944,0.94223017,1.8389273,1.4482791
-0.8674672,1.8151588,-1.4466647,1.4935303,1.4143524,-0.9057827,0.63085824,0.4197873,-0.009022001,0.8510519,1.5050797,-1.3171681,0.5977987,1.524953,0.95579123,-1.1641151
0.6893796,0.2071875,2.283164,0.032305665,-1.9428426,-0.7858955,-1.2339656,1.3497571,-0.9544704,-1.0332952,-0.052117504,-0.78962624,0.39713612,-0.8972928,1.0470424,0.124125004
-0.94136435,-0.2688472,1.643237,0.33240408,-0.6708902,-0.12646191,-0.33483335,-1.4590163,-0.8485162,-0.6198008,-0.43472928,-0.8800728,1.5836672,1.0547619,1.3439955,0.060652014
1.433528,-0.04905543,-0.1923499,-0.6489032,1.3929896,0.15696429,1.6410253,-1.0135937,-0.11110362,-0.073495865,-1.1158897,0.40681627,0.36659014,-0.7667813,-1.433243,-1.3158163
-0.992359,0.96601945,0.26923817,0.36195788,-0.28256375,-0.96983993,-0.8158622,1.111314,-0.6250916,0.13336073,0.882443,-0.7955126,0.63116294,-0.6032908,-0.2172286,0.45984358
1.1115782,-0.330395,0.269827,0.18422912,-0.38164756,-0.56889254,-0.55814135,0.55295706,0.48442265,-0.13963498,-0.93533665,0.6961226,0.29009435,-1.1751032,-1.2486688,0.97153246
0.8268465,-0.86578685,1.0621915,-1.5583438,-0.051499054,0.9853201,0.51512355,0.28563416,-0.3345854,1.0659568,-1.4990722,2.0966651,-0.9924565,-0.47369918,-0.80147076,-0.5980409
0.9446232,0.04335605,-1.3019425,0.1515845,-1.1870972,0.5288531,-0.48244154,-1.3555919,-0.5993808,-0.39978892,0.8331802,-0.84571713,-0.11273394,0.9239611,1.1198652,0.8428779
1.0575237,0.68494415,-0.54752433,-0.105154164,0.24963836,-0.7389694,-0.36265025,0.94260645,-0.6616188,0.37458566,0.030130796,-0.4731536,0.5453076,-0.7681678,-0.8789804,-0.4481022
-1.0650696,-2.3740957,0.8019702,-2.6461642,-2.2022653,0.47313455,-1.1432207,0.14933495,-0.8834185,0.21569087,-2.8348038,0.9205784,-0.860561,-1.9358963,-0.13238865,1.0744294
1.446275,-0.04917683,0.94440746,-1.6780056,0.616948,-0.908351,0.7786341,1.3868182,0.21359202,0.4367818,-0.30707374,0.5056175,0.8383614,-1.3170075,-1.9387524,-1.2709996
-1.0754814,0.0967521,0.055454984,-1.9981399,0.6746036,-0.7986731,0.9348288,0.2957703,-0.96637213,2.5985804,-0.16528033,0.7384083,-0.3828981,-1.0841588,-1.0905924,-1.6079137
1.1165551,1.0945389,-1.6327251,-0.11523593,0.2374148,0.3171893,-0.8069835,1.9883677,1.334356,-0.25072503,1.0893062,0.675957,-0.1534344,-0.5043259,-0.58917385,-1.1829214
-0.6650254,0.64485765,-0.81125826,1.0117608,2.6265502,0.20231847,3.4478593,-1.2538333,-0.9540124,1.3753757,1.9031509,-0.1882847,-0.13451809,0.7704903,-1.4968104,-2.0352113
-0.52423817,-0.41218174,0.931731,0.73311025,-1.0787569,-1.1120576,0.9336477,0.1174839,-1.0464895,-0.8500788,-0.58498,-1.2205925,1.3768933,0.8027273,0.5775124,0.49097377
0.7440371,1.2964991,-0.6595215,-0.19458455,1.3203503,1.406458,1.6557542,-0.6184611,-0.9417889,1.4894658,0.53420085,0.51562554,-1.9181818,-0.8304114,-1.1627245,-1.7538456
-0.664695,2.4406948,0.6126926,0.56013113,-1.1194243,-1.3947157,-0.7289657,1.4701229,0.7785851,-1.1551851,0.5693723,-0.6846089,1.2392284,0.5167049,-0.66304487,0.63746
-0.87122506,-1.167418,1.3992275,-0.12741193,0.48417628,-0.9332414,0.6694437,-0.58422697,-1.5196621,1.9361069,0.861369,-2.0371504,0.83612317,0.5924847,0.5435225,-0.22030863
-0.6750134,0.023829686,-0.8095793,0.9251392,-2.598546,0.90251607,-0.6581815,-2.0225017,0.70465887,-1.666328,0.6257034,-0.53570145,-0.9528289,0.107088566,2.4781187,2.5953255
-1.1017072,1.5016799,-1.1052634,0.65356666,1.8379115,-1.0775636,0.99896175,0.30232114,-0.6262545,1.6863538,0.77175134,0.029104855,0.47045368,0.2443292,-0.30698317,-1.1003157
-1.2887783,0.7247477,1.1970683,-0.05861919,0.044686317,-1.1607987,0.5135973,0.034923676,-1.3174741,1.4723687,-0.20118514,-0.9300796,0.9865116,0.38416696,-0.24132186,-0.22422951
-0.64641577,0.3872148,0.3166024,-0.24451384,1.5482275,-1.1267477,2.4535813,-0.48686922,-1.2857789,1.7163627,0.7196601,-0.24474823,0.73069215,-0.49488837,-0.888458,-1.1492751
1.3754015,-0.91517603,1.3551555,-0.5788041,-1.5034667,-0.40149406,-0.7405692,-0.26031643,-0.64651066,-0.2432596,0.46055633,-1.4622337,0.514591,-0.23788406,1.0220802,0.086948946
-0.835281,1.1008813,-0.8204363,0.82831144,1.0114728,-0.06600745,-0.035188384,0.78894997,0.014425203,1.3552456,2.731525,-0.6548559,-0.54125726,0.42336112,0.083967626,-1.7288699
-0.97574717,0.0123171015,-1.9597118,1.1679325,-0.6816967,1.9313358,0.6391697,-1.4047177,-0.35716277,-0.2548203,2.7817059,-0.31700054,-2.1374385,-0.40306962,1.6198816,-0.44694412
-0.8838953,1.2768273,-0.58783364,0.9938796,0.21952724,0.40289047,-0.15950748,1.4629053,0.13221551,0.47882304,1.2082156,-0.36412665,-0.38097492,0.89016765,0.14813192,0.5148914
1.4069718,-1.3211418,-0.23617671,1.1208152,-0.45410782,1.2802949,-0.87401986,-0.9793125,-0.16675532,-0.19513005,-0.38242486,-0.8987111,-1.0290699,-0.20877586,1.5291394,1.1928158
-1.1330047,1.4418287,-2.682006,1.080408,-0.12556425,0.5292023,0.8879622,-1.9315877,1.8000079,-0.65713257,1.1491406,0.3192655,-1.5485561,1.2135301,1.0602039,1.5501786
1.184291,1.132742,0.86900806,0.93087107,-0.0025055688,-1.5660727,1.1391819,-0.1350149,-1.4946193,0.81451035,1.1420375,-0.81400174,1.6581273,1.5190595,0.91317165,-0.52918416
1.2612486,-1.0860685,-0.21117005,0.14921597,0.19018078,0.9342474,-0.05850938,-0.48134637,-0.027418643,1.7369428,1.1365396,-0.3045932,-0.41242373,-0.0039052411,-0.28756067,-0.3430338
-1.1584488,0.36902708,1.8267671,-0.14276786,-0.12961759,-1.6185561,0.43462774,0.69119817,-1.689748,0.46447006,-1.3491915,-2.4193747,1.5361006,0.45724666,0.03700519,-0.41380632
0.9177813,-1.2328923,0.3090471,-0.4335262,0.642663,0.15811905,-0.020499967,-0.027480219,-0.9209992,0.7159621,-1.6564796,0.41620165,0.13373418,-2.2529545,-1.7811134,-0.58299375
